code,company,date,text
SLB,Schlumberger NV,2016-10-28,Baker Hughes-GE talks come after difficult time for both companies
SLB,Schlumberger NV,2016-10-25,Baker Hughes posts smaller-than-expected loss as cost cuts pay off
SLB,Schlumberger NV,2016-10-21,Wall Street ends little changed; Microsoft hits record
SLB,Schlumberger NV,2016-07-21,Schlumberger revenues fall 20% in second quarter amid continued job cuts
SLB,Schlumberger NV,2016-07-21,Top 5 Things to Know in the Market on Thursday
SLB,Schlumberger NV,2016-07-20,Halliburton signals better demand for fracking equipment
SLB,Schlumberger NV,2016-06-14,Exxon CEO back at Russia shindig after hiatus over Ukraine: sources
SLB,Schlumberger NV,2016-05-27,U.S. economic growth revised higher in first quarter
SLB,Schlumberger NV,2016-05-26,U.S. business spending mired in weakness  but economy picking up
SLB,Schlumberger NV,2017-04-25,Ecuador gives Schlumberger $150 mln in notes to settle part of debt
SLB,Schlumberger NV,2017-04-24,Halliburton gains from rising oil well completions in North America
SLB,Schlumberger NV,2017-04-21,Wall Street dips before French election  but up for week
SLB,Schlumberger NV,2017-04-20,ConocoPhillips takes slow  steady route in race for oil profits
SLB,Schlumberger NV,2017-01-23,Halliburton says North America revenue growth may beat rig count rise
SLB,Schlumberger NV,2016-12-08,Eyeing upswing  more U.S. oilfield service firms restructure
SLB,Schlumberger NV,2016-11-28,U.S. futures point to lower open on Wall Street
SLB,Schlumberger NV,2016-11-10,Ophir signs deal with Schlumberger-Golar JV for Equatorial Guinea project
SLB,Schlumberger NV,2016-11-08,Buy Baker Hughes now that the GE dust has settled  Guggenheim says
SLB,Schlumberger NV,2016-10-31,GE to merge oil unit with Baker Hughes to create service giant
SLB,Schlumberger NV,2017-07-03,Schlumberger to invest $700M in Nigeria project  national oil company says
SLB,Schlumberger NV,2017-07-03,GE closes Baker Hughes deal  becomes No. 2 oilfield service provider
SLB,Schlumberger NV,2017-06-28,Exclusive: Halliburton in talks to buy billionaire Kaiser's equipment firm - sources
SLB,Schlumberger NV,2017-06-23,Big Oil turns to big data to save big money on drilling
SLB,Schlumberger NV,2017-06-20,Schlumberger forms JV to develop production optimization system
SLB,Schlumberger NV,2017-06-20,Energy sector on track for worst one-day drop since March
SLB,Schlumberger NV,2017-05-16,Bloomberg: Saudi Aramco plans at least 10 energy deals during Trump visit
SLB,Schlumberger NV,2017-05-15,Energy stocks lead the way as Saudi-Russia oil agreement lifts crude 3%
SLB,Schlumberger NV,2017-05-04,Energy stocks slump as oil prices plunge  bringing YTD loss to 12%
SLB,Schlumberger NV,2017-04-25,Baker Hughes pares losses  sees North America revenue rising in Q2
SLB,Schlumberger NV,2017-09-07,Meth  coke and oil: A drug boom in the Texas shale patch
SLB,Schlumberger NV,2017-08-23,Schlumberger buys remaining 50% stake in Mexican contract from Petrofac
SLB,Schlumberger NV,2017-08-08,Baker Hughes clinches integrated services contract for PNG gas field
SLB,Schlumberger NV,2017-07-27,Schlumberger asks Russian regulator to OK Eurasia Drilling deal
SLB,Schlumberger NV,2017-07-24,Halliburton sees North America customers 'tapping the brakes'
SLB,Schlumberger NV,2017-07-21,Schlumberger’s solid Q2 fails to boost oil services peers
SLB,Schlumberger NV,2017-07-20,Notable earnings before Friday’s open
SLB,Schlumberger NV,2017-07-20,U.S. oil service results to top last year as investors eye margin outlook
SLB,Schlumberger NV,2017-07-11,Unsustainable oil services demand to hit U.S. shale boom: Halliburton
SLB,Schlumberger NV,2017-07-07,Oil prices plunge 3% as signs of oversupplied market persist
SLB,Schlumberger NV,2017-10-23,Wall St. retreats from record as industrials  tech lag
SLB,Schlumberger NV,2017-10-23,Halliburton warns of slower growth as U.S. rig count drops
SLB,Schlumberger NV,2017-10-21,Oil prices poised to rise as market trends improve  Schlumberger boss says
SLB,Schlumberger NV,2017-10-20,Top oilfield services firms signal fourth-quarter uncertainty
SLB,Schlumberger NV,2017-10-19,Notable earnings before Friday’s open
SLB,Schlumberger NV,2017-10-19,New Schlumberger deal raises concerns about its diversification strategy
SLB,Schlumberger NV,2017-09-30,When it comes to U.S. stocks  growth trumps quality
SLB,Schlumberger NV,2017-09-28,Schlumberger deal for Russia's Eurasia Drilling looks shaky
SLB,Schlumberger NV,2017-09-25,Baker Hughes rated Underperform at BAML with few near-term catalysts
SLB,Schlumberger NV,2017-09-08,The next oil major? Service firm Schlumberger's big bet on production
SLB,Schlumberger NV,2018-01-22,Higher oil prices give Halliburton better-than-expected fourth quarter
SLB,Schlumberger NV,2018-01-19,Venezuela's woes poised to hit U.S. oilfield service firms' earnings
SLB,Schlumberger NV,2018-01-18,Notable earnings before Friday’s open
SLB,Schlumberger NV,2018-01-02,Premarket Losers as of 9:05 am
SLB,Schlumberger NV,2018-01-02,Weatherford scraps JV plan  sells fracking unit to Schlumberger
SLB,Schlumberger NV,2017-12-14,Exclusive: Chevron nears Schlumberger deal to drill wells in Brazil: sources
SLB,Schlumberger NV,2017-12-06,Wall Street flat; rise in tech stocks offsets energy lag
SLB,Schlumberger NV,2017-11-15,Crude oil posts fourth straight loss as crude inventories swell
SLB,Schlumberger NV,2017-11-15,Wall Street falls as energy tracks oil lower; tech weighs
SLB,Schlumberger NV,2017-10-25,Schlumberger filing raises chance of asset hit from Venezuela
SLB,Schlumberger NV,2018-04-18,Out of bankruptcy  Seadrill eyes closer ties with oil service firms
SLB,Schlumberger NV,2018-04-17,National Oilwell Varco down nearly 10% in two days after Q1 warning
SLB,Schlumberger NV,2018-04-16,Schlumberger fights to boost patent damages at U.S. Supreme Court
SLB,Schlumberger NV,2018-04-03,Schlumberger a Buy after recent share weakness  SunTrust says
SLB,Schlumberger NV,2018-03-16,Wall Street advances as financial  energy stocks gain
SLB,Schlumberger NV,2018-02-27,Exxon selling stake in Canada's Terra Nova project
SLB,Schlumberger NV,2018-02-23,European shares flat; poor updates weigh as BT rallies
SLB,Schlumberger NV,2018-02-06,Chevron mulling participation in Brazil's March oil auction
SLB,Schlumberger NV,2018-02-05,Weatherford down another 11% as Tudor Pickering tags with Sell rating
SLB,Schlumberger NV,2018-01-22,Halliburton +6% as worst may be over for oilfield service business
SLB,Schlumberger NV,2018-06-22,Energy stocks rally after OPEC agrees to moderate production boost
SLB,Schlumberger NV,2018-06-08,Chevron names Brazil chief to lead Venezuela operations after arrests
SLB,Schlumberger NV,2018-06-04,Schlumberger goes ex-dividend tomorrow
SLB,Schlumberger NV,2018-05-27,Factbox: Hurricane season U.S. stocks to watch
SLB,Schlumberger NV,2018-05-11,Some U.S. fund managers finally convinced oil rally is for real
SLB,Schlumberger NV,2018-04-20,Apple  bond concerns lead Wall Street slide
SLB,Schlumberger NV,2018-04-20,Schlumberger narrowly beats profit estimates as costs weigh
SLB,Schlumberger NV,2018-04-20,Stocks- U.S. Futures Point to Weak Opening Bell
SLB,Schlumberger NV,2018-04-20,Top 5 Things to Know in the Market on Friday
SLB,Schlumberger NV,2018-04-19,Day Ahead: Top 3 Things to Watch 
SLB,Schlumberger NV,2018-08-14,Today's corporate events
SLB,Schlumberger NV,2018-07-23,Halliburton revenue beats on strong North American activity
SLB,Schlumberger NV,2018-07-20,Schlumberger  Baker Hughes CEOs see offshore activity pickup
SLB,Schlumberger NV,2018-07-16,Reuters: Schlumberger CFO to retire  finance VP Biguet is frontrunner for job
SLB,Schlumberger NV,2018-07-11,U.S. oil price plunges 5%  Brent -7% as Libyan production returns
SLB,Schlumberger NV,2018-06-27,Crude prices soar as oil stockpiles drop by nearly 10M barrels
SLB,Schlumberger NV,2018-06-26,GE's determined makeover could dim deal prospects
SLB,Schlumberger NV,2018-06-26,GE breakup leaves it with best and worst performers
SLB,Schlumberger NV,2018-06-22,U.S. crude spikes more than $3/bbl in biggest daily gain since 2016
SLB,Schlumberger NV,2018-06-22,Schlumberger oil services wins in U.S. Supreme Court on patent damages
SLB,Schlumberger NV,2018-10-19,Consumer staples lead Wall Street rebound
SLB,Schlumberger NV,2018-10-19,Schlumberger reports slight profit beat despite sluggish U.S. growth
SLB,Schlumberger NV,2018-10-19,Stocks- U.S. Futures Rise as Investors Wait for Earnings  Data
SLB,Schlumberger NV,2018-10-19,Top 5 Things to Know in the Market on Friday
