company,date,time
Apple Inc (AAPL),2017-11-22,TechCrunch: Apple acquires AR headset start-up
Apple Inc (AAPL),2017-11-22,China's Great Firewall claims new victims
Apple Inc (AAPL),2017-11-22,Research posted on Apple's self-driving cars
Apple Inc (AAPL),2017-11-21,Apple scientists disclose self-driving car research
Apple Inc (AAPL),2017-11-21,Report: Apple buys start-up to help build AR headset
Apple Inc (AAPL),2017-11-21,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.69%
Apple Inc (AAPL),2017-11-21,S&P 500 Closes at Record Levels as Tech Stocks Soar
Apple Inc (AAPL),2017-11-21,EU states resist move on digital tax for tech giants: drafts
Apple Inc (AAPL),2017-11-21,It Still Doesn't Look Like 1999  Just Look at Market Breadth
Apple Inc (AAPL),2017-11-21,Tech  healthcare stocks lift Wall Street to record
Apple Inc (AAPL),2017-11-21,Ireland closer to collecting Apple taxes
Apple Inc (AAPL),2017-11-21,Ireland promises progress in Apple tax recovery in coming weeks
Apple Inc (AAPL),2017-11-21,Broadcom eyes big changes for Qualcomm's patent practices
Apple Inc (AAPL),2017-11-21,Stocks- Nasdaq Hits Record High
Apple Inc (AAPL),2017-11-21,Bloomberg: Apple plans to ship 4M HomePod units next year
Apple Inc (AAPL),2017-11-17,Apple pushes launch of HomePod smart speaker to early 2018
Apple Inc (AAPL),2017-11-17,Apple HomePod launch delayed until next year
Apple Inc (AAPL),2017-11-17,Google buys plot near Apple's planned Danish data center
Apple Inc (AAPL),2017-11-17,Fast Company: Apple and Intel working together on 5G modem
Apple Inc (AAPL),2017-11-17,Stocks- Wall Street Opens Lower As Tax Bill Moves Forward
Apple Inc (AAPL),2017-11-17,Tesla Truck Could Threaten Big Chunk of Oil Demand  If It Works
Apple Inc (AAPL),2017-11-17,Who is Warren Buffett  the most popular billionaire in America? 
Apple Inc (AAPL),2017-11-17,Investors yank $6.8 billion from high yield bonds  third largest outflows: BAML
Apple Inc (AAPL),2017-11-17,Wireless carriers on mute as Supreme Court hears big privacy case
Apple Inc (AAPL),2017-11-16,George Clooney makes TV return with 'Catch-22 ' two decades after ER
Apple Inc (AAPL),2017-11-16,TechCrunch: Apple's VP of diversity leaving at year's end
Apple Inc (AAPL),2017-11-16,Qualcomm could win EU approval for NXP by end of year: Bloomberg
Apple Inc (AAPL),2017-11-16,Late arrival of iPhone X clouds Best Buy's results
Apple Inc (AAPL),2017-11-16,Stocks- Wall Street Gains Ground Amid Strong Earnings
Apple Inc (AAPL),2017-11-16,GBH Insights sees Apple becoming $1T company by next year
Apple Inc (AAPL),2017-11-16,Tesla's sinking stock has made short sellers almost $1 billion
Apple Inc (AAPL),2017-11-16,Stocks- Wall Street Set for Higher Opening Ahead of Earnings  Data
Apple Inc (AAPL),2017-11-15,Wells Fargo initiates Apple at Market Perform
Apple Inc (AAPL),2017-11-15,Dialog CEO says too early to assess potential iPhone boost
Apple Inc (AAPL),2017-11-15,Apple takes fourth spot in Q3 global notebook market
Apple Inc (AAPL),2017-11-15,Amazon cancels 'skinny bundles' for Channels; Sports Illustrated TV coming soon
Apple Inc (AAPL),2017-11-15,Netflix investors gauge streaming competition developments
Apple Inc (AAPL),2017-11-15,Exclusive: Amazon scraps bundled video service - sources
Apple Inc (AAPL),2017-11-15,Israel prepares to send tax bills to Facebook  Google: report
Apple Inc (AAPL),2017-11-15,Exclusive: Apple to help India develop anti-spam app after face-off with regulator
Apple Inc (AAPL),2017-11-15,Foxconn's third quarter profit tumbles after iPhone X production hurdles
Apple Inc (AAPL),2017-11-14,Firefox opts for Google as default search in U.S.  surprising Yahoo
Apple Inc (AAPL),2017-11-14,Buffett's Berkshire slashes IBM stake  adds to Apple
Apple Inc (AAPL),2017-11-14,USITC says launches probe of allegations of patent infringement by Apple
Apple Inc (AAPL),2017-11-14,Berkshire adds to position in Apple  cuts back on IBM
Apple Inc (AAPL),2017-11-14,Your Evening Briefing: Sessions Denies Lying on Trump-Russia and the Plaza Hotel's Secret Investor
Apple Inc (AAPL),2017-11-14,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.13%
Apple Inc (AAPL),2017-11-14,China smartphone sales dropped 8.1% in October despite new iPhones
Apple Inc (AAPL),2017-11-14,Bloomberg: Apple wants rear-facing 3D sensor by 2019
Apple Inc (AAPL),2017-11-14,Apple Watch sells 3.9M units in Q3; Foxconn losses tied to iPhone X delays
Apple Inc (AAPL),2017-11-14,Vietnamese researcher shows iPhone X face ID 'hack'
Apple Inc (AAPL),2017-11-14,Amazon sells off China cloud assets as tough new rules bite
Apple Inc (AAPL),2017-11-13,Roku hits record high on Philips licensing deal
Apple Inc (AAPL),2017-11-13,KGI analyst expects three iPhones next year  two with OLED
Apple Inc (AAPL),2017-11-13,GE to shrink  investors worry it will be less profitable
Apple Inc (AAPL),2017-11-21,Apple removes several apps  including Skype  in China
Apple Inc (AAPL),2017-11-21,Apple pulls Skype from China App Store; Foxconn works students for iPhone X
Apple Inc (AAPL),2017-11-21,Tencent's stellar share rally sees it surpass Facebook in market value
Apple Inc (AAPL),2017-11-21,Tencent on global path as it surpasses Facebook in valuation
Apple Inc (AAPL),2017-11-20,Moody's: Tech sector could hold half of cash and liquid investments this year
Apple Inc (AAPL),2017-11-20,U.S. patent review board becomes conservative target
Apple Inc (AAPL),2017-11-20,Missouri to restrict use of weedkiller linked to crop damage
Apple Inc (AAPL),2017-11-20,Digitimes: Apple cuts microLED research team
Apple Inc (AAPL),2017-11-20,Economist Dan Ariely has a fix for our financial foibles
Apple Inc (AAPL),2017-11-18,Exclusive: Qualcomm set to win conditional Japanese antitrust okay for NXP deal - source
Apple Inc (AAPL),2017-11-13,Qualcomm rejects Broadcom's $103-billion takeover bid
Apple Inc (AAPL),2017-11-13,Galectin's GR-MD-02 + Merck's Keytruda shows positive effect in melanoma patients in early-stage study; shares up 7%
Apple Inc (AAPL),2017-11-13,HomePod manufacturer says facial recognition will come to speakers
Apple Inc (AAPL),2017-11-13,Stocks- Wall Street Dips Down Amid Tax Reform
Apple Inc (AAPL),2017-11-13,Google will fix Pixel 2 XL touchscreen issue in software update
Apple Inc (AAPL),2017-11-13,Qualcomm rejects Broadcom's record-breaking $105 billion takeover attempt
Apple Inc (AAPL),2017-11-13,Qualcomm draws up plans to rebuff Broadcom's $103 billion offer: sources
Apple Inc (AAPL),2017-11-10,Doubts about Trump tax cuts weigh on Wall Street
Apple Inc (AAPL),2017-11-10,Apple acknowledges iPhone X issue in some devices  plans fix
Apple Inc (AAPL),2017-11-09,Apple acquires image sensor start-up
Apple Inc (AAPL),2017-11-09,Global growth buoys earnings as third quarter fuels Europe  U.S. equity boom
Apple Inc (AAPL),2017-11-09,Canalys data  assembler report hint at weaker iPhone 8 sales
Apple Inc (AAPL),2017-11-09,Apple's first scripted TV show
Apple Inc (AAPL),2017-11-08,FBI may have lost critical time unlocking Texas shooter's iPhone
Apple Inc (AAPL),2017-11-08,Qualcomm signs $12 billion in China deals amid Trump visit
Apple Inc (AAPL),2017-11-08,Wisconsin board clears way for $3 billion Foxconn deal
Apple Inc (AAPL),2017-11-08,Small banks oppose U.S. regulator offering olive branch to tech sector
Apple Inc (AAPL),2017-11-08,Wall Street hits high score as videogame makers rally
Apple Inc (AAPL),2017-11-08,Apple orders Witherspoon  Aniston drama in TV push
Apple Inc (AAPL),2017-11-08,Judge allows Apple  Qualcomm revisions in patent case; Apple buys TV show
Apple Inc (AAPL),2017-11-08,Bloomberg: Apple could launch iPad with Face ID next year
Apple Inc (AAPL),2017-11-08,Bloomberg: Apple planning AR headset for 2020
Apple Inc (AAPL),2017-11-08,Qualcomm buy may pit Broadcom against Intel in 'connected car' fight
Apple Inc (AAPL),2017-11-07,Israeli start-up says Apple copied its patented smartphone camera technology
Apple Inc (AAPL),2017-11-07,Canadian retailers dogged by aggressive U.S. rivals' online offerings
Apple Inc (AAPL),2017-11-07,Saudi Arabia Says Only Private Accounts Suspended in Crackdown
Apple Inc (AAPL),2017-11-07,EU's Vestager seeking details on Apple's recent tax set-up
Apple Inc (AAPL),2017-11-07,HSBC's Canadian boss 'concerned' by NAFTA talks
Apple Inc (AAPL),2017-11-07,China's Xiaomi seeks to reignite global push with Spain launch
Apple Inc (AAPL),2017-11-06,Apple says no operations were moved from Ireland
Apple Inc (AAPL),2017-11-06,Wall Street hits record high as investors eye mergers
Apple Inc (AAPL),2017-11-06,Broadcom bids $103 billion for Qualcomm  open to going hostile
Apple Inc (AAPL),2017-11-06,Apple's iPhone X has higher margin than iPhone 8: analysis
Apple Inc (AAPL),2017-11-06,CreditSights: Apple bond offering could total $7B
Apple Inc (AAPL),2017-11-06,IDC: Top smartphone makers gained China market share in Q3
Apple Inc (AAPL),2017-11-06,Mobile bank N26 sees customers tripling within two years: CEO
Apple Inc (AAPL),2017-11-06,Trump and Xi Joust for World Economy Crown With Divergent Plans
Apple Inc (AAPL),2017-11-06,KGI analyst expects two OLED iPhones; Apple offering fixed-rate bonds
Apple Inc (AAPL),2017-11-06,Supreme Court declines to hear Samsung appeal on Apple damages
Apple Inc (AAPL),2017-11-06,Supreme Court rejects Samsung appeal of patent loss to Apple
Apple Inc (AAPL),2017-11-06,Broadcom offers to buy Qualcomm in what would be the largest tech deal ever
Apple Inc (AAPL),2017-11-06,World needs new rules for powerful tech: Web Summit chief
Apple Inc (AAPL),2017-11-05,Asian Shares Mostly Weaker As Saudi Shakeup Hits Sentiment
Apple Inc (AAPL),2017-11-05,Alwaleed  Caught in Saudi Purge  Has Assets Across Globe
Apple Inc (AAPL),2017-11-04,Apple's Irish data center in doubt
Apple Inc (AAPL),2017-11-04,Broadcom plans record tech deal with Qualcomm bid: sources
Apple Inc (AAPL),2017-11-04,Irish PM says future of $1 billion Apple data center uncertain
Apple Inc (AAPL),2017-11-03,Hurricanes  earthquake drag down third-quarter profit at Buffett's Berkshire
Apple Inc (AAPL),2017-11-03,Analyst reactions: Broadcom-Qualcomm would send ripples through sector
Apple Inc (AAPL),2017-11-03,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.10%
Apple Inc (AAPL),2017-11-03,iPhone X hits stores across globe
Apple Inc (AAPL),2017-11-03,Asia shares reassured by Powell pick  pause for U.S. jobs test
Apple Inc (AAPL),2017-11-03,Asian Shares Mixed With Nikkei 225 Up  Nonfarm Payrolls Ahead
Apple Inc (AAPL),2017-11-02,Apple CEO Cook breathes new life into old iPhones
Apple Inc (AAPL),2017-11-02,Apple sees strong holiday sales  smooth sailing for iPhone X
Apple Inc (AAPL),2017-11-02,Investors parse impacts on multinationals from House tax bill
Apple Inc (AAPL),2017-11-02,WSJ: Activist investor's new push for higher NXP Semi price
Apple Inc (AAPL),2017-11-02,Apple up 2.9% after Q3 beats revenue  EPS  and device estimates
Apple Inc (AAPL),2017-11-02,S&P flat after tax cut plan; Dow climbs to record
Apple Inc (AAPL),2017-11-02,Global stocks edge up after U.S. tax plan  Powell nomination; sterling drops
Apple Inc (AAPL),2017-11-03,Nasdaq  Dow  S&P 500 Close at Record Highs  Qualcomm Spikes 12%  
Apple Inc (AAPL),2017-11-03,Apple juices Wall St. after mixed jobs report
Apple Inc (AAPL),2017-11-03,Apple firmly on course for $1 trillion valuation: analysts
Apple Inc (AAPL),2017-11-03,'Walking Dead' zombie game seeks Pokemon-style success
Apple Inc (AAPL),2017-11-03,Apple's iPhone X hits the spot as long lines return from Sydney to Shanghai
Apple Inc (AAPL),2017-11-03,Frankfurt-Listed Apple shares up 4 percent on third quarter  iPhone X prospects
Apple Inc (AAPL),2017-11-03,Stocks- U.S. Futures Increase Ahead of Jobs Data
Apple Inc (AAPL),2017-11-03,Top 5 Things to Know in the Market on Friday
Apple Inc (AAPL),2017-11-03,Multinationals May Take a Hit From Trio of Taxes in House Bill
Apple Inc (AAPL),2017-11-03,European shares edge higher as SocGen weighs on banks after results
Apple Inc (AAPL),2017-11-02,Dow Jones Closes at Record High  Apple Earnings Eyed
Apple Inc (AAPL),2017-11-02,Qualcomm sues Apple for breach of software license contract
Apple Inc (AAPL),2017-11-02,Bloomberg: Qualcomm's latest Apple suit involves Intel
Apple Inc (AAPL),2017-11-02,Apple draws options bulls ahead of quarterly results
Apple Inc (AAPL),2017-11-02,Stocks- Wall Street Down As Investors Wait for Fed Chair Pick
Apple Inc (AAPL),2017-11-02,Oppenheimer Large Cap Revenue ETF (RWL) October Summary
Apple Inc (AAPL),2017-11-02,Oppenheimer Global ESG Revenue ETF (ESGF) October Summary
Apple Inc (AAPL),2017-11-02,Stocks- Wall Street Set for Lower Open Ahead of Fed Nomination
Apple Inc (AAPL),2017-11-02,Top 5 Things to Know in the Market on Thursday
Apple Inc (AAPL),2017-11-02,Apple market value: We may need a bigger chart
Apple Inc (AAPL),2017-11-02,App developer access to iPhone X face data spooks some privacy experts
Apple Inc (AAPL),2017-11-01,Investor demand boosts Canada maple bond outlook  case for index inclusion
Apple Inc (AAPL),2017-11-01,Tech companies join support of 'Dreamers ' challenging Trump
Apple Inc (AAPL),2017-11-01,Demand for modem  IoT chips helps Qualcomm top estimates
Apple Inc (AAPL),2017-11-01,Fitbit reports better than expected quarterly revenue
Apple Inc (AAPL),2017-11-01,Notable earnings after Thursday’s close
Apple Inc (AAPL),2017-11-01,U.S. stocks mixed at close of trade; Dow Jones Industrial Average up 0.25%
Apple Inc (AAPL),2017-11-01,Dow Jones Closes Higher as Fed Leaves Rate Unchanged 
Apple Inc (AAPL),2017-11-01,U.S. fund investors favor stocks at home over peers abroad
Apple Inc (AAPL),2017-11-01,Stocks hit high after record run; Fed holds rates steady
Apple Inc (AAPL),2017-11-01,Apple's legal path clears for Ireland data center
Apple Inc (AAPL),2017-11-01,Apple X factor: China buyers rapt by new iPhone  but will they buy?
Apple Inc (AAPL),2017-11-01,Irish court rejects appeal against $1 billion Apple data center
Apple Inc (AAPL),2017-11-01,Stocks - U.S. Futures Point to Higher Open  More Earnings on Tap
Apple Inc (AAPL),2017-11-01,Record profit forecast for a resurgent Sony sends shares to nine-year high
Apple Inc (AAPL),2017-11-01,Sony revives pet AI project with updated AIBO robot dog
Apple Inc (AAPL),2017-11-01,China's war on smog  risk  taking edge off Asia's growth sprint
Apple Inc (AAPL),2017-10-31,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.12%
Apple Inc (AAPL),2017-10-31,Nasdaq Closes at Record High  Posts 4th Straight Monthly Gain
Apple Inc (AAPL),2017-10-31,"Apple sends out memo confirming Watch Series 3 ""edge stripes"""
Apple Inc (AAPL),2017-10-31,World stocks on tap for 12th month of gains  dollar edges up
Apple Inc (AAPL),2017-10-31,Imagination investors approve sale to China-backed fund
Apple Inc (AAPL),2017-10-31,iPhone X is best yet and FaceID works  mostly: reviewers
Apple Inc (AAPL),2017-10-31,Exclusive - Orange is the new bank? Telecoms giant ventures into lending
Apple Inc (AAPL),2017-10-31,HSBC analyst calls Apple a luxury brand; Chinese vendors cut iPhone 8 prices
Apple Inc (AAPL),2017-10-31,Sony forecasts best-ever annual profit  sealing overhaul success
Apple Inc (AAPL),2017-10-31,Alphabet Joins The $700 Billion Club 
Apple Inc (AAPL),2017-10-31,Ahead of iPhone X launch  China vendors cut prices of iPhone 8 models
Apple Inc (AAPL),2017-10-31,U.S. business group worries Trump unprepared for commercial talks with China
Apple Inc (AAPL),2017-10-31,Samsung Electronics names new-generation leaders as profit soars
Apple Inc (AAPL),2017-10-30,Economic Calendar: Top Things to Watch This Week 
Apple Inc (AAPL),2017-10-29,Economic Calendar - Top 5 Things to Watch This Week
Apple Inc (AAPL),2017-10-28,Stocks to watch next week
Apple Inc (AAPL),2017-10-27,Apple says iPhone X pre-orders are 'off the charts'
Apple Inc (AAPL),2017-10-27,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.14%
Apple Inc (AAPL),2017-10-27,Nasdaq Surges 2.2% as Amazon Hits $1 100 for First Time 
Apple Inc (AAPL),2017-10-27,Wall St. powered higher by tech  Amazon results
Apple Inc (AAPL),2017-10-27,Tech on track for best day since election
Apple Inc (AAPL),2017-10-27,Alphabet's mobile ad revenue surges; shares jump
Apple Inc (AAPL),2017-10-27,Retail left out as Amazon powers averages higher
