company,date,time
Apple Inc (AAPL),2018-01-16,Stocks- Dow Hits 26 000 Amid Strong Earnings Results
Apple Inc (AAPL),2018-01-16,Apple iPhone activations up 10 points in Q4
Apple Inc (AAPL),2018-01-15,Panama probes ex-officials in graft network suspected of taking bribes
Apple Inc (AAPL),2018-01-15,China consumer group seeks answers from Apple about slowing iPhones
Apple Inc (AAPL),2018-01-14,Three years on from currency shock  Swiss central bank can't get back to normal
Apple Inc (AAPL),2018-01-12,Which voice in your fridge? Makers pick virtual assistants
Apple Inc (AAPL),2018-01-12,House Republicans want answers on Apple throttling older iPhone speeds: letter
Apple Inc (AAPL),2018-01-12,Fields of Gold? Jana seeks new money  allies with impact hedge fund
Apple Inc (AAPL),2018-01-12,Apple roundup: Cowen's iPhone build note  Mac sales +7%  AR glasses discussions
Apple Inc (AAPL),2018-01-12,Some Chinese Apple users warned by firm on dodging new data law
Apple Inc (AAPL),2018-01-12,Explainer: How chip flaws Spectre  Meltdown work and what's next
Apple Inc (AAPL),2018-01-12,Explainer: Investors to scour outlooks for U.S. companies' tax cut plans
Apple Inc (AAPL),2018-01-11,Corporations may dodge billions in U.S. taxes through new loophole: experts
Apple Inc (AAPL),2018-01-11,FT: EU regulators could approve Qualcomm's NXP buy next week
Apple Inc (AAPL),2018-01-11,Barclays a big believer in Netflix
Apple Inc (AAPL),2018-01-11,Buffett Gives Big Thumbs Down to Cryptocurrencies 
Apple Inc (AAPL),2018-01-10,Senator wants Apple to answer questions on slowing iPhones
Apple Inc (AAPL),2018-01-10,European banks braced for 'slow burn' payments revolution
Apple Inc (AAPL),2018-01-10,Apple faces questions from U.S. Senator  class-action lawsuits  and tax reveal
Apple Inc (AAPL),2018-01-10,Apple will transfer China cloud business to partner next month; Iovine not leaving Music
Apple Inc (AAPL),2018-01-10,Jimmy Iovine says not leaving Apple: Variety
Apple Inc (AAPL),2018-01-09,Canada's competition watchdog settles with HarperCollins
Apple Inc (AAPL),2018-01-09,Microsoft says security patches slowing down PCs  servers
Apple Inc (AAPL),2018-01-09,FBI chief calls unbreakable encryption 'urgent public safety issue'
Apple Inc (AAPL),2018-01-09,Apple store in Zurich evacuated as phone battery overheats
Apple Inc (AAPL),2018-01-09,Stocks- Wall Street Inches Up as Tech Stocks Fall  
Apple Inc (AAPL),2018-01-09,MoviePass army up to 1.5M
Apple Inc (AAPL),2018-01-09,Microsoft suspends some chip patches due to PC freezing
Apple Inc (AAPL),2018-01-09,Huawei's global ambitions hit by AT&T phone distribution deal's collapse
Apple Inc (AAPL),2018-01-09,Samsung profit guidance disappoints  memory outlook cloudy
Apple Inc (AAPL),2018-01-09,Apple pledges better parental control features
Apple Inc (AAPL),2018-01-09,IPhone addiction may be a virtue  not a vice for investors
Apple Inc (AAPL),2018-01-08,Google teams with Sony  Lenovo for smart speakers with touchscreens
Apple Inc (AAPL),2018-01-08,Samsung Profit Misses Estimates as Stronger Won Hurts Earnings
Apple Inc (AAPL),2018-01-08,Amazon Onboard brings Alexa to cars with or without internet
Apple Inc (AAPL),2018-01-08,Apple releases new update to fix 'Spectre' chip flaw
Apple Inc (AAPL),2018-01-08,French prosecutor launches probe into Apple planned obsolescence: judicial source
Apple Inc (AAPL),2018-01-08,Nasdaq Clinches Record Close as Tesla Rallies 6%
Apple Inc (AAPL),2018-01-08,UBS: Apple could repurchase $122B through 2019
Apple Inc (AAPL),2018-01-08,Fairpointe adds to shareholder demands over Nuance CEO plan
Apple Inc (AAPL),2018-01-08,Apple Watch control coming to Whirlpool appliances; KeyBanc sees poor iPhone X sales
Apple Inc (AAPL),2018-01-08,Apple should address youth phone addiction  say two large investors
Apple Inc (AAPL),2018-01-08,European shares hit highest since August 2015 as autos' rally continues
Apple Inc (AAPL),2018-01-07,Denmark's GN takes aim at Apple with wireless earbuds
Apple Inc (AAPL),2018-01-06,Stocks to watch next week
Apple Inc (AAPL),2018-01-06,U.S. fund managers expect value stocks to jump in 2018
Apple Inc (AAPL),2018-01-05,Businesses cautious in installing patches to fix chip flaw
Apple Inc (AAPL),2018-01-05,Register: Qualcomm processors vulnerable to recent exploits
Apple Inc (AAPL),2018-01-05,S&P 500  Nasdaq post best week in more than a year
Apple Inc (AAPL),2018-01-05,Jimmy Iovine to leave Apple Music in August: Billboard
Apple Inc (AAPL),2018-01-05,Cryptocurrency Mania Continues in 2018 Even as Regulators Turn Up Heat
Apple Inc (AAPL),2018-01-05,Stocks- Wall Street Rises Despite Disappointing Jobs Data
Apple Inc (AAPL),2018-01-05,WSJ: Apple product delays doubled under CEO Cook
Apple Inc (AAPL),2018-01-05,Intel says performance impact of security updates not significant
Apple Inc (AAPL),2018-01-05,Swiss index  FTSE hit records as European stocks jump
Apple Inc (AAPL),2018-01-05,Apple to issue fix for iPhones  Macs at risk from 'Spectre' chip flaw
Apple Inc (AAPL),2018-01-04,How a researcher hacked his own computer and found 'worst' chip flaw
Apple Inc (AAPL),2018-01-04,Apple confirms all its devices affected by processor exploits
Apple Inc (AAPL),2018-01-04,Samsung Elec on track for record fourth quarter earnings
Apple Inc (AAPL),2018-01-04,Reports: With shares vesting  Iovine to leave Apple
Apple Inc (AAPL),2018-01-04,Intel shares fall as investors worry about costs of chip flaw
Apple Inc (AAPL),2018-01-04,Spotify reaches 70 million subscribers
Apple Inc (AAPL),2018-01-04,Apple App Store's record-breaking holiday season included $300M in a day
Apple Inc (AAPL),2018-01-04,Dow breaks 25 000 as U.S.  global growth hopes remain strong
Apple Inc (AAPL),2018-01-04,GBH: Apple could repatriate $200B
Apple Inc (AAPL),2018-01-04,Oppenheimer Large Cap Revenue ETF (RWL) December Summary
Apple Inc (AAPL),2018-01-04,Oppenheimer Global ESG Revenue ETF (ESGF) December Summary
Apple Inc (AAPL),2018-01-04,Security flaws put virtually all phones  computers at risk
Apple Inc (AAPL),2018-01-03,SEC mixes message on Apple shareholder proposals  activists say
Apple Inc (AAPL),2018-01-03,Apple's battery replacement offer to reduce 2018 iPhone sales: Barclays
Apple Inc (AAPL),2018-01-03,Spotify makes confidential filing for U.S. IPO: source
Apple Inc (AAPL),2018-01-03,Brazilian agency requires Apple to inform consumers on batteries
Apple Inc (AAPL),2018-01-03,Microsoft acquiring cloud provider Avere Systems
Apple Inc (AAPL),2018-01-03,Amazon  Google cut speaker prices in market share contest: analysts
Apple Inc (AAPL),2018-01-03,How Much Can Buybacks Rise on Tax Cuts? This Estimate Says 70%
Apple Inc (AAPL),2018-01-03,Stocks- Wall Street Gains Steam as Investors Look to Fed Minutes
Apple Inc (AAPL),2018-01-02,Asian Shares Gain With Shanghai Up Almost 1% Despite Trump Nuclear Tweet
Apple Inc (AAPL),2018-01-02,Wall Street starts year on strong note; Nasdaq ends above 7 000
Apple Inc (AAPL),2018-01-02,TechCrunch: Apple acquires mobile app iteration company
Apple Inc (AAPL),2017-12-28,Apple faces another legal challenge  competitor brags about not throttling
Apple Inc (AAPL),2017-12-28,Apple  Epson face French legal complaints over allegedly shortening life of products
Apple Inc (AAPL),2017-12-28,Stocks- Wall Street Inches Forward
Apple Inc (AAPL),2017-12-28,NFL: National Football League roundup
Apple Inc (AAPL),2017-12-28,LG Display denies supplying OLED panels for iPhone X
Apple Inc (AAPL),2017-12-28,Apple  Amazon heading to Saudi Arabia?
Apple Inc (AAPL),2017-12-28,Exclusive: Apple and Amazon in talks to set up in Saudi Arabia - sources
Apple Inc (AAPL),2017-12-28,Apple boosts pay for Tim Cook
Apple Inc (AAPL),2017-12-27,Dow Jones Ekes Win as Energy Weighs 
Apple Inc (AAPL),2017-12-27,Apple devices led Christmas activations
Apple Inc (AAPL),2017-12-27,Tech  healthcare stocks prop up Wall Street
Apple Inc (AAPL),2017-12-27,Huawei's China smartphone sales chief detained for suspected bribe-taking
Apple Inc (AAPL),2017-12-27,Stocks - U.S. Futures Point to Muted Open as Tepid Holiday Trade Continues
Apple Inc (AAPL),2017-12-27,Top 5 Things to Know in the Market on Wednesday
Apple Inc (AAPL),2017-12-27,World stocks rise as metals surge mitigates iPhone X woes
Apple Inc (AAPL),2017-12-27,More lawsuits filed for iPhone slowdown
Apple Inc (AAPL),2017-12-26,Apple faces lawsuits after saying it slows down aging iPhones
Apple Inc (AAPL),2017-12-26,Apple  suppliers drop on report of weak iPhone X demand
Apple Inc (AAPL),2017-12-26,Commodities gain  equities pause 2017 rally in holiday trading
Apple Inc (AAPL),2017-12-26,Apple and its suppliers weigh on Wall Street
Apple Inc (AAPL),2017-12-26,Nasdaq Closes Lower as Apple Sheds 2.5%
Apple Inc (AAPL),2017-12-26,Apple Drags Down Tech Shares as Oil Rises Past $59: Markets Wrap
Apple Inc (AAPL),2017-12-26,Rosenblatt defends Apple on iPhone X sale cut
Apple Inc (AAPL),2017-12-26,IPhone X Shipment Forecasts Cut by Analysts Citing Tepid Demand
Apple Inc (AAPL),2017-12-26,Apple  suppliers drop on iPhone X sales report
Apple Inc (AAPL),2017-12-26,Stocks - U.S. Futures Slip Ahead of Consumer Confidence as Apple Weighs
Apple Inc (AAPL),2017-12-26, Top 5 Things to Know in the Market on Tuesday
Apple Inc (AAPL),2017-12-26,Japan's Denso considering $440 million investment in JOLED: Kyodo
Apple Inc (AAPL),2017-12-23,Stocks to watch next week
Apple Inc (AAPL),2017-12-22,Apple sanctioned for withholding documents in FTC case against Qualcomm
Apple Inc (AAPL),2017-12-22,In Silicon Valley  much-feared tax bill pays dividends for workers
Apple Inc (AAPL),2017-12-22,Apple hires more Amazon Studios execs
Apple Inc (AAPL),2017-12-22,Bitcoin  Marijuana Stock Crazes Take Root in Canada's Wild West
Apple Inc (AAPL),2017-12-22,Apple sued over iPhone slowdown
Apple Inc (AAPL),2017-12-21,Japan Display says reports of seeking funds not true  wants partner
Apple Inc (AAPL),2017-12-21,Exclusive: IPO hopeful Xiaomi set to blow past 2017 revenue target - sources
Apple Inc (AAPL),2017-12-21,Alphabet's Eric Schmidt to step down as executive chairman
Apple Inc (AAPL),2017-12-21,Bloomberg: Apple testing advanced heart rate monitor in Watch
Apple Inc (AAPL),2017-12-21,Facebook signs licensing deal with Universal Music  announces new fake news tool
Apple Inc (AAPL),2017-12-21,Huawei gives Nokia full hand of smartphone patent deals
Apple Inc (AAPL),2017-12-29,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.48%
Apple Inc (AAPL),2017-12-29,Dow Jones Closes Lower As Apple Slumps 1% 
Apple Inc (AAPL),2017-12-29,Apple roundup: iPhone tops 2017 tech sales  more battery woes
Apple Inc (AAPL),2017-12-29,Stocks- Wall Street Opens Lower as Tech Shares Fall
Apple Inc (AAPL),2017-12-29,"Citron Research tweets Energous' ""history of deception""; shares drop 6.4%"
Apple Inc (AAPL),2017-12-29,China's Huawei flags slower smartphone and overall revenue growth
Apple Inc (AAPL),2017-12-28,Apple's apology letter to consumers includes $29 batteries
Apple Inc (AAPL),2017-12-28,Wall Street rises as financials  tech advance
Apple Inc (AAPL),2017-12-28,With lineup widening  Apple depends less on iPhone X
Apple Inc (AAPL),2017-12-28,Amazon pulls YouTube from Fire TV ahead of deadline
Apple Inc (AAPL),2017-12-20,Korea Herald: Samsung will quadruple iPhone OLED output in 2018
Apple Inc (AAPL),2017-12-20,IDC: Watches will dominate wearables market in 2021
Apple Inc (AAPL),2017-12-20,Streaming music market picks up tempo ahead of Spotify IPO
Apple Inc (AAPL),2017-12-19,Wall Street eases as investors look past tax revamp
Apple Inc (AAPL),2017-12-19,Stocks slip slightly on tech as full U.S. tax plan vote looms
Apple Inc (AAPL),2017-12-19,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.15%
Apple Inc (AAPL),2017-12-19,Dow Jones Snaps 2-Day Winning Streak; Senate Tax Vote Eyed
Apple Inc (AAPL),2017-12-19,Facebook to notify users when photos of them are uploaded
Apple Inc (AAPL),2017-12-19,Stocks-  Wall Street Retreats From Earlier Gains
Apple Inc (AAPL),2017-12-19,Nomura downgrades Apple  lowers price target
Apple Inc (AAPL),2017-12-19,Italian budget commission approves web tax on digital services
Apple Inc (AAPL),2017-12-19,Stocks-  U.S. Futures Gain Steam as House Votes on Tax Bill
Apple Inc (AAPL),2017-12-19,European stocks build momentum as investors await U.S. tax bill
Apple Inc (AAPL),2017-12-19,China's Didi  rival to Uber  looks to break into Taiwan market
Apple Inc (AAPL),2017-12-19,Apple names long-time exec as new India sales head: source
Apple Inc (AAPL),2017-12-18,Latest Google China Venture Will End Like the Rest: Adam Minter
Apple Inc (AAPL),2017-12-18,Internet giants told: Accept cyber curbs to be welcome in China
Apple Inc (AAPL),2017-12-18,Stocks-  Tax Bill Pushes Wall Street to Record Highs
Apple Inc (AAPL),2017-12-18,Reuters: Apple increases iPhone prices in India after tax hike
Apple Inc (AAPL),2017-12-18,Apple ups iPhone prices in India as tax increase makes imports costlier
Apple Inc (AAPL),2018-01-02,"Apple analyst says low iPhone X estimates still ""too high"""
Apple Inc (AAPL),2018-01-02,Nasdaq surges to start year
Apple Inc (AAPL),2018-01-02,Stocks- Wall Street Rings in New Year on a High Note
Apple Inc (AAPL),2018-01-02,Apple instructs Stores to offer $29 battery regardless of diagnostic test
Apple Inc (AAPL),2018-01-02,Alibaba's mobile browser beats Google in emerging markets
Apple Inc (AAPL),2018-01-02,Stocks- U.S. Futures Inch Forward Despite Geopolitical Tensions
Apple Inc (AAPL),2017-12-31,2017 leaders and laggards
Apple Inc (AAPL),2017-12-29,Boeing  Caterpillar top Dow 2017 standings; GE lags far behind
Apple Inc (AAPL),2017-12-29,Wall Street quiet on last trading day of a strong year
Apple Inc (AAPL),2017-12-29,Apple apologizes after outcry over slowed iPhones
Apple Inc (AAPL),2017-12-18,EU regulators to investigate Ikea's Dutch tax deals
Apple Inc (AAPL),2017-12-18,Stocks-  U.S. Futures Surge on Tax Plan
Apple Inc (AAPL),2017-12-15,Dominion Energy Increases Dividend by 10%
Apple Inc (AAPL),2017-12-15,EU rejects U.S. bid to intervene in Apple back tax case
Apple Inc (AAPL),2017-12-15,EU court rejects U.S. intervention in Apple's Irish $15 billion tax case
Apple Inc (AAPL),2017-12-15,Stocks-  Wall Street Recovers From Tax Scare
Apple Inc (AAPL),2017-12-15,Criteo -2.3% as analysts process Apple feature news impact
Apple Inc (AAPL),2017-12-15,India's import tax increase could hurt Apple's market share
Apple Inc (AAPL),2017-12-15,India raises import tax on cellphones  move to hurt Apple
Apple Inc (AAPL),2017-12-14,U.S. regulators ditch net neutrality rules as legal battles loom
Apple Inc (AAPL),2017-12-14,Amazon to start selling Apple TV  Google Chromecast
Apple Inc (AAPL),2017-12-14,Fund managers seek stocks benefiting from Democratic gains in 2018 U.S. elections
Apple Inc (AAPL),2017-12-14,Bloomberg: Samsung will launch Bixby-enabled speaker in 1H18
Apple Inc (AAPL),2017-12-14,Amazon will resume selling Apple TV  Google Chromecast
Apple Inc (AAPL),2017-12-14,Morgan Stanley: Amazon Prime membership slowing
Apple Inc (AAPL),2017-12-14,Spotify price tag rises ahead of filing for NYSE listing: sources
Apple Inc (AAPL),2017-12-14,A company investing in the future of bitcoin tech is splitting its stock in 10 after it soars 1 600%
Apple Inc (AAPL),2017-12-14,Google Brain co-founder teams with Foxconn to bring AI to factories
Apple Inc (AAPL),2017-12-14,Online shopping won't grow forever  says Unibail boss creating malls giant
Apple Inc (AAPL),2017-12-14,Disney-Fox call: $2B in cost synergies; no Murdoch role?
Apple Inc (AAPL),2017-12-21,"Morgan Stanley calls Apple a ""top pick"" on China growth"
Apple Inc (AAPL),2017-12-21,Special Report: How Philip Morris is selling regulators on its hot new smoking device
Apple Inc (AAPL),2017-12-21,Apple wins big with U.S. tax bill but faces snag on foreign patents
Apple Inc (AAPL),2017-12-21,Japan Display says report it sought Apple  Huawei funds is 'speculative'
Apple Inc (AAPL),2017-12-21,China ride-sharing firm Didi raises $4 billion for global push
Apple Inc (AAPL),2017-12-20,Apple slows some older iPhones because of flagging batteries
Apple Inc (AAPL),2017-12-20,Apple unifying OS apps  responds to phone slowing accusations
Apple Inc (AAPL),2017-12-20,BoE's Carney sees problems with central-bank issued cryptocurrencies
Apple Inc (AAPL),2017-12-20,Tax overhaul may add fresh fuel to red-hot tech rally
Apple Inc (AAPL),2017-12-20,Stocks-  Wall Street Mixed as Congress Votes Again on Tax Bill
Apple Inc (AAPL),2017-12-14,'Fox' after the deal: a news and sports growth company; shares reverse lower
Apple Inc (AAPL),2017-12-13,Finisar deal helps Apple block rivals' path to AR features
Apple Inc (AAPL),2017-12-13,U.S. agency to vote on net neutrality rules despite outcry
Apple Inc (AAPL),2017-12-13,Apple grants $390 million to Finisar to boost laser chip production
Apple Inc (AAPL),2017-12-13,Finisar clarifies Apple investment  Apple COO discusses $1B fund's limits
Apple Inc (AAPL),2017-12-13,Stocks-  Wall Street Rises as Tech Shares Climb
Apple Inc (AAPL),2017-12-13,Premarket Losers as of 9:05 am
Apple Inc (AAPL),2017-12-13,Premarket Gainers as of 9:05 am
Apple Inc (AAPL),2017-12-13,Apple invests $390M in Finisar
Apple Inc (AAPL),2017-12-13,Stocks-  U.S. Futures Flat Ahead of Fed Interest Rate Decision
Apple Inc (AAPL),2017-12-13,Tech sector loses champion in death of San Francisco mayor
Apple Inc (AAPL),2017-12-12,S&P  Dow rise with help from banks; Nasdaq lags
Apple Inc (AAPL),2017-12-12,M&A 'boom' dominates Europe share trading as oil leads gains
Apple Inc (AAPL),2017-12-12,Big Media shadow over Netflix?
Apple Inc (AAPL),2017-12-12,Stocks-  Wall Street Mixed As Investors Look Ahead to FOMC
Apple Inc (AAPL),2017-12-12,Apple will launch iMac Pro on Thursday
Apple Inc (AAPL),2017-12-12,Apple Buys Music Identification App Shazam  
Apple Inc (AAPL),2017-12-12,European property giant makes $16 billion bet on U.S. shopping malls
Apple Inc (AAPL),2017-12-12,Amazon's cloud unit expands in China  with new partner in Ningxia
Apple Inc (AAPL),2017-12-11,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.23%
Apple Inc (AAPL),2017-12-11,Wall Street ends higher with help from tech  energy
Apple Inc (AAPL),2017-12-11,Dow Jones Closes at Record High as Tech  Energy Soar 
Apple Inc (AAPL),2017-12-11,Apple removes app after MyEtherWallet complaint
Apple Inc (AAPL),2017-12-11,Apple confirms deal to buy music discovery app Shazam
Apple Inc (AAPL),2017-12-11,TechCrunch: Apple will announce Shazam acquisition today  paid about $400M
Apple Inc (AAPL),2017-12-11,Stocks- Wall Street Flat After Explosion in New York Commuter Hub
Apple Inc (AAPL),2017-12-11,Apple aims to block climate  rights proposals with quick use of SEC guidance
Apple Inc (AAPL),2017-12-11,Apple  India squabble over import taxes
Apple Inc (AAPL),2017-12-11,Apple  India wrangle over import tax on mobile parts: sources
Apple Inc (AAPL),2017-12-09,The cost of Apple's new campus?
Apple Inc (AAPL),2017-12-07,German SPD backs talks with Merkel after impassioned Europe speech
Apple Inc (AAPL),2017-12-07,Chinese investor further raises stake in Dialog Semi to 8.15 percent
Apple Inc (AAPL),2017-12-07,Key to Pandora's turnaround: a better advertising platform
Apple Inc (AAPL),2017-12-07,LG Display could supply OLED panels for iPhone X
Apple Inc (AAPL),2017-12-07,Apple suppliers gain after Broadcom hint on iPhone
Apple Inc (AAPL),2017-12-07,BlackBerry  Qualcomm expand partnership to connected automotive
Apple Inc (AAPL),2017-12-07,Apple suppliers recover after Broadcom sales comments
Apple Inc (AAPL),2017-12-07,German SPD leader takes aim at U.S. tech giants
Apple Inc (AAPL),2017-12-07,Sharp to seek all-Japan OLED alliance to counter South Korea's Samsung  LG
Apple Inc (AAPL),2017-12-06,Amazon Prime Video now available on Apple TV
Apple Inc (AAPL),2017-12-06,Qualcomm adds security  battery life features to phone chips
Apple Inc (AAPL),2017-12-06,Apple suppliers drop after Largan warns of lower Dec. revenue
Apple Inc (AAPL),2017-12-06,Amazon Prime Video now on Apple TV devices
Apple Inc (AAPL),2017-12-06,High tech  high finance and high times for U.S. pot industry
Apple Inc (AAPL),2017-12-06,No date for Apple's Ireland repayment; Cook expects pulled China apps to return
Apple Inc (AAPL),2017-12-06,Ireland says yet to agree exact date for Apple to start transferring tax funds
Apple Inc (AAPL),2017-12-06,U.S. entrepreneur bets on new Silicon Valley in west France
Apple Inc (AAPL),2017-12-06,Apple's Cook optimistic that apps pulled in China will be back
Apple Inc (AAPL),2017-12-06,Exclsuive: China's Xiaomi seeks bank pitches for 2018 IPO - sources
Apple Inc (AAPL),2017-12-05,Apple  Facebook find something to praise China for amid internet clamp
Apple Inc (AAPL),2017-12-05,Google pulls YouTube from Amazon devices  escalating spat
Apple Inc (AAPL),2017-12-05,Apple acquires podcast search company  unveils new ad program
Apple Inc (AAPL),2017-12-05,Microsoft unveils laptops featuring Qualcomm chips
Apple Inc (AAPL),2017-12-05,Stocks- Wall Street Mixed as Tech Stocks Rebound
Apple Inc (AAPL),2017-12-05,Bank of America just told investors that its stock is cheap
Apple Inc (AAPL),2017-12-05,Apple's U.S. market share dropped ahead of iPhone X
Apple Inc (AAPL),2017-12-05,iPhone market share slips in October-quarter: research firm
Apple Inc (AAPL),2017-12-05,Apple wins EU trademark case against Xiaomi
Apple Inc (AAPL),2017-12-05,Chinese investor increases stake in Dialog Semi to over 7 percent
Apple Inc (AAPL),2017-12-05,EU court sides with Apple in Xiaomi trademark case
Apple Inc (AAPL),2017-11-30,Now hiring? Amazon says its voice aide Alexa is ready for the office
Apple Inc (AAPL),2017-11-30,FDA clears first medical device accessory for Apple Watch
Apple Inc (AAPL),2017-11-30,Dialog shares tank on report Apple to design own power chips
Apple Inc (AAPL),2017-11-30,The GOP tax bill is driving the stock market crazy
Apple Inc (AAPL),2017-11-29,Wisconsin county's credit rating cut over Foxconn financial aid
Apple Inc (AAPL),2017-11-29,Slump in Facebook  Apple raises prospects of tech rally brake
Apple Inc (AAPL),2017-11-29,Nasdaq falters as investors flee tech for banks
Apple Inc (AAPL),2017-11-29,U.S. Stocks Dragged Down by Tech Rout; Bonds Fall: Markets Wrap
Apple Inc (AAPL),2017-11-29,U.S. stocks mixed at close of trade; Dow Jones Industrial Average up 0.44%
Apple Inc (AAPL),2017-11-29,Nasdaq Falls 1% as Tech Tumble Wrecks Rally; Dow Closes at Record High
Apple Inc (AAPL),2017-12-03,Broadcom set to unveil challenge to Qualcomm's board: sources
Apple Inc (AAPL),2017-12-03,China's Xi says country will not close door to global internet
Apple Inc (AAPL),2017-12-02,Apple's Tim Cook says developers have earned $17 billion from China App Store
Apple Inc (AAPL),2017-12-01,BlackBerry loses payment dispute with Nokia  to pay $137 million
Apple Inc (AAPL),2017-12-01,House intel panel advances NSA spying bill despite privacy objections
Apple Inc (AAPL),2017-12-01,Mutual Funds May Be Over Those Big FANG Names  Goldman Data Show
Apple Inc (AAPL),2017-12-01,Stocks- Wall Street Falls as Tax Bill Progress Stumbles
Apple Inc (AAPL),2017-12-01,European stocks dip as financials wilt on U.S. tax bill disappointment
Apple Inc (AAPL),2017-11-30,Amazon steps up pace in artificial intelligence race
Apple Inc (AAPL),2017-11-30,Qualcomm files new patent infringement complaints against Apple
Apple Inc (AAPL),2017-12-08,Apple in talks to acquire music identification app Shazam: source
Apple Inc (AAPL),2017-12-08,PepsiCo to move to Nasdaq after nearly a century with NYSE
Apple Inc (AAPL),2017-12-08,Apple's Ive returns to helm of design teams
Apple Inc (AAPL),2017-12-08,Jony Ive back in charge of Apple design team
Apple Inc (AAPL),2017-12-08,CNBC: Microsoft and Google spoke to Qualcomm against Broadcom offer
Apple Inc (AAPL),2017-12-08,TechCrunch: Apple will acquire Shazam app
Apple Inc (AAPL),2017-12-08,November payrolls report lifts Wall Street
Apple Inc (AAPL),2017-12-08,Digitimes: Apple suppliers shipments down on month  expect weak Dec.
Apple Inc (AAPL),2017-12-08,JPMorgan's Dimon taking customer pricing hints from Amazon
Apple Inc (AAPL),2017-12-07,YouTube to launch music subscription service next year: Bloomberg
Apple Inc (AAPL),2017-11-29,Apple to audit development processes after Mac bug discovered
Apple Inc (AAPL),2017-11-29,Apple auditing software development process after macOS flaw
Apple Inc (AAPL),2017-11-29,Stocks- Nasdaq Slips Down as Tax Hope Lingers
Apple Inc (AAPL),2017-11-29,Rough day for big-cap tech; Nasdaq down 0.9%
Apple Inc (AAPL),2017-11-29,Apple Makes Another Step Towards Autonomous Cars 
Apple Inc (AAPL),2017-11-29,Apple accuses Qualcomm of patent infringement in countersuit
Apple Inc (AAPL),2017-11-29,Apple countersues Qualcomm for patent infringement
Apple Inc (AAPL),2017-11-29,Stifel downgrades Qualcomm  raises its price target
Apple Inc (AAPL),2017-11-29,Apple rushes to fix OS security issue
Apple Inc (AAPL),2017-11-29,EU regulator spells out license guidelines to prevent patent wars
Apple Inc (AAPL),2017-11-28,Cineworld in talks to acquire Regal Entertainment for $3.6 billion
Apple Inc (AAPL),2017-11-28,AT&T and Time Warner say proposed merger is 'pro-consumer'
Apple Inc (AAPL),2017-11-28,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 1.09%
Apple Inc (AAPL),2017-11-28,Dow Jones Closes at Record on Tax Reform Progress    
Apple Inc (AAPL),2017-11-28,Apple expected to test autonomous vehicles in Arizona
Apple Inc (AAPL),2017-11-28,Tech stock rally hogs global market spotlight but ownership not cheap
Apple Inc (AAPL),2017-11-28,Rosenblatt: Apple sold 6M iPhone X units during Black Friday
Apple Inc (AAPL),2017-11-28,New ETF joins fight against sexual harassment in workplace
Apple Inc (AAPL),2017-11-28,Stocks- S&P At All Time High as Powell Hearing Underway
Apple Inc (AAPL),2017-11-28,Apple SVP Srouji sells over $1.8M of shares
Apple Inc (AAPL),2017-12-05,European shares slip in cyclical-defensive tug of war
Apple Inc (AAPL),2017-12-05,Japan Display affiliate becomes nation's first to commercially sell OLED screens
Apple Inc (AAPL),2017-12-04,Apple Hospitality REIT acquires Home2 Suites by Hilton in anchorage
Apple Inc (AAPL),2017-12-04,Facebook rolls out messenger app for kids under 13
Apple Inc (AAPL),2017-12-04,Oppenheimer Large Cap Revenue ETF (RWL) November Summary
Apple Inc (AAPL),2017-12-04,Chipmaker Dialog plunges further on fears Apple could go it alone
Apple Inc (AAPL),2017-12-04,Oppenheimer Global ESG Revenue ETF (ESGF) November Summary
Apple Inc (AAPL),2017-12-04,Apple roundup: iPhone X and AirPod sales forecasts  tax repayments start soon
Apple Inc (AAPL),2017-12-04,Ireland expects Apple back tax in escrow account in first quarter  2018: minister
Apple Inc (AAPL),2017-12-04,Dialog comments on Apple chip rumors
Apple Inc (AAPL),2017-11-28,Pressured for profit  oil majors bet big on shale technology
Apple Inc (AAPL),2017-11-28,Legality of patent reviews?
Apple Inc (AAPL),2017-11-27,Supreme Court divided over legality of patent reviews
Apple Inc (AAPL),2017-11-27,UBS lowers iPhone sales  FY18 EPS estimates
Apple Inc (AAPL),2017-11-27,EU patent fee guidelines to favor Qualcomm  Ericsson  others: sources
Apple Inc (AAPL),2017-11-24,Online sales? Maybe one day  says Chanel
Apple Inc (AAPL),2017-11-23,Virtual reality boom brings giant robots  cyberpunk castles to China
Apple Inc (AAPL),2017-11-22,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.27%
Apple Inc (AAPL),2017-11-22,Dow Jones Falls as Financials Weigh; Tech Rally Boosts Nasdaq to Record Close
Apple Inc (AAPL),2017-11-22,Broadcom considering sweetened Qualcomm bid: sources
Apple Inc (AAPL),2017-11-22,Tech still hedge funds' sweetheart sector: Goldman Sachs
Apple Inc (AAPL),2017-11-22,Apple says illegal student labor discovered at iPhone X plant
Apple Inc (AAPL),2017-11-22,Lyft wins permit to test self-driving cars in California
Apple Inc (AAPL),2017-11-22,Apple could release lower cost iPhone SE 2 in 1H18
Apple Inc (AAPL),2017-11-22,When it Comes to Smart Homes  Apple Lags Amazon and Google  
